Date,ADANIENT,ADANIPORTS,APOLLOHOSP,ASIANPAINT,AXISBANK,BAJAJ-AUTO,BAJFINANCE,BAJAJFINSV,BHARTIARTL,BPCL,BRITANNIA,CIPLA,COALINDIA,DIVISLAB,DRREDDY,EICHERMOT,GRASIM,HCLTECH,HDFCBANK,HDFCLIFE,HEROMOTOCO,HINDALCO,HINDUNILVR,ICICIBANK,INDUSINDBK,INFY,ITC,JSWSTEEL,KOTAKBANK,LT,M&M,MARUTI,NESTLEIND,NTPC,ONGC,POWERGRID,RELIANCE,SBILIFE,SBIN,SUNPHARMA,TATACONSUM,TATAMOTORS,TATASTEEL,TCS,TECHM,TITAN,ULTRACEMCO,UPL,WIPRO
2018-09-10,148.82830810546875,356.92388916015625,1104.0887451171875,1219.916259765625,648.2349243164062,2348.16455078125,255.1846466064453,632.7583618164062,338.0774841308594,109.45600891113281,2706.51416015625,633.1235961914062,151.80722045898438,1218.373046875,489.9756774902344,2687.75048828125,971.6962890625,439.6722106933594,479.2796936035156,441.3412780761719,2575.64111328125,223.60195922851562,1440.287353515625,321.1919860839844,1757.1292724609375,610.8652954101562,234.2220001220703,370.0279846191406,1217.60400390625,1201.1063232421875,878.1612548828125,8093.615234375,470.7996826171875,106.56929779052734,111.95973205566406,74.59764862060547,558.456298828125,666.557373046875,262.8358154296875,594.74072265625,209.75912475585938,270.8238525390625,50.181243896484375,1764.435791015625,599.2649536132812,837.3771362304688,4019.418701171875,436.94525146484375,114.46160125732422
2018-09-11,146.36019897460938,349.9188232421875,1082.5050048828125,1224.397216796875,646.6436157226562,2319.595947265625,253.7310028076172,634.2237548828125,329.6342468261719,107.53155517578125,2638.140380859375,620.6610717773438,153.70753479003906,1185.836669921875,482.43658447265625,2635.780517578125,960.1243896484375,438.2184143066406,469.71124267578125,437.2720031738281,2501.71044921875,219.71238708496094,1422.7120361328125,315.0652770996094,1754.583740234375,613.7489013671875,227.0780792236328,364.4941101074219,1200.733642578125,1194.681884765625,883.5951538085938,7978.9951171875,457.92041015625,106.91569519042969,111.39549255371094,72.25863647460938,550.3851928710938,667.1490478515625,260.7597351074219,587.6560668945312,204.0899658203125,262.5723571777344,48.41899490356445,1735.180419921875,584.3663940429688,801.4428100585938,3973.900390625,427.2525939941406,114.091796875
2018-09-12,147.00186157226562,360.8582458496094,1083.9276123046875,1217.93505859375,632.0228881835938,2347.632080078125,253.07244873046875,639.2877807617188,327.893310546875,106.29098510742188,2671.650146484375,622.1300048828125,152.86593627929688,1211.4656982421875,483.334716796875,2705.51171875,975.0912475585938,438.9049377441406,472.3997497558594,428.1039733886719,2485.643310546875,226.86447143554688,1455.0899658203125,311.5437316894531,1756.36083984375,620.9370727539062,234.41302490234375,368.6905822753906,1224.62109375,1214.9879150390625,878.910888671875,7957.35400390625,471.87994384765625,107.07315826416016,111.86019134521484,74.9262924194336,556.9666137695312,663.8951416015625,263.25103759765625,605.8338623046875,210.373291015625,257.759033203125,49.51887130737305,1733.229736328125,578.5790405273438,807.0087280273438,3963.01611328125,437.1937561035156,115.78230285644531
2018-09-14,148.68020629882812,364.74462890625,1095.5531005859375,1258.4072265625,632.9677734375,2355.44970703125,260.70166015625,668.8650512695312,333.8994140625,112.7641830444336,2714.641357421875,631.559814453125,150.58563232421875,1266.72509765625,493.4060363769531,2759.181396484375,1017.2662353515625,432.4029235839844,476.5676574707031,417.26898193359375,2503.63525390625,234.06427001953125,1457.2816162109375,316.8020324707031,1799.060791015625,613.2474365234375,234.68038940429688,376.391845703125,1233.7279052734375,1220.91796875,891.7926635742188,8081.71875,471.0345153808594,110.19088745117188,114.54882049560547,77.38128662109375,557.2555541992188,660.6906127929688,268.1875915527344,620.1430053710938,221.0502166748047,261.8847351074219,50.2916374206543,1751.419677734375,594.7288818359375,822.7788696289062,4052.74755859375,457.75958251953125,116.29297637939453
2018-09-17,150.1117401123047,365.4163513183594,1098.005859375,1234.5863037109375,622.5740966796875,2341.656494140625,254.10659790039062,652.9449462890625,332.5502014160156,115.78607940673828,2674.42578125,630.1383056640625,149.2825469970703,1300.2138671875,490.854736328125,2785.46875,1018.7005004882812,435.5125732421875,467.7857971191406,404.9141845703125,2457.477783203125,230.1544647216797,1435.9495849609375,314.2452392578125,1803.1434326171875,606.7698364257812,230.7454833984375,379.8504943847656,1224.62109375,1208.2491455078125,890.8088989257812,7998.43359375,463.7242126464844,108.49031066894531,113.98455047607422,78.0578842163086,545.137939453125,633.6732788085938,263.25103759765625,604.201171875,223.55409240722656,255.64707946777344,50.4061279296875,1758.8388671875,600.2815551757812,804.0794067382812,3969.933349609375,449.5270080566406,116.18732452392578
2018-09-18,146.5576171875,364.21685791015625,1098.692626953125,1218.972900390625,605.317626953125,2270.5634765625,250.77003479003906,650.717041015625,325.28204345703125,112.9550552368164,2694.255859375,629.0009765625,148.33241271972656,1314.6005859375,493.8455810546875,2713.789306640625,1020.278564453125,437.7337646484375,467.0813903808594,402.6589050292969,2444.553955078125,223.2884521484375,1489.167724609375,307.63616943359375,1788.830078125,601.0443115234375,231.70059204101562,375.5155944824219,1209.5919189453125,1193.1094970703125,886.7803955078125,7868.54345703125,466.8460998535156,106.88419342041016,115.44501495361328,76.89803314208984,541.2469482421875,614.2978515625,252.63978576660156,600.7418212890625,222.0895538330078,247.05181884765625,50.10764694213867,1755.9560546875,590.2320556640625,805.4952392578125,3927.801025390625,440.5489501953125,117.12064361572266
2018-09-19,145.47166442871094,357.355712890625,1050.6204833984375,1218.2655029296875,605.5165405273438,2283.90673828125,243.8578643798828,629.2294921875,322.10498046875,116.12006378173828,2646.956298828125,626.06298828125,152.37733459472656,1325.4140625,498.2313537597656,2667.791259765625,1021.5697631835938,439.10687255859375,460.5419616699219,392.3142395019531,2477.944091796875,224.71885681152344,1473.201904296875,309.6622619628906,1733.5941162109375,601.587646484375,228.95001220703125,384.64642333984375,1221.137451171875,1197.6021728515625,888.9820556640625,7691.67041015625,462.3547668457031,106.53776550292969,118.42231750488281,76.66606140136719,538.40087890625,603.8952026367188,250.51754760742188,606.678955078125,221.94781494140625,248.13238525390625,50.798641204833984,1762.01904296875,602.1585693359375,804.2257690429688,3918.851806640625,430.14178466796875,117.17345428466797
2018-09-21,136.68508911132812,347.1359558105469,1024.4752197265625,1230.906982421875,595.9684448242188,2291.355224609375,232.1359100341797,624.0108032226562,322.4966735839844,119.76223754882812,2571.83251953125,619.0498657226562,149.4454345703125,1322.365478515625,488.5137023925781,2623.62939453125,1005.2639770507812,438.13751220703125,462.63177490234375,380.69482421875,2494.639892578125,229.24853515625,1450.1259765625,305.94769287109375,1693.0556640625,589.5099487304688,232.23541259765625,376.29962158203125,1174.6566162109375,1194.726806640625,899.2874755859375,7532.22265625,444.3345947265625,105.9709243774414,120.69705963134766,77.47795867919922,541.402587890625,604.7825317382812,249.6871337890625,593.6356811523438,221.66436767578125,245.9221649169922,51.12165069580078,1783.43017578125,577.21044921875,781.766845703125,3936.895263671875,413.6767578125,118.05393981933594
2018-09-24,132.78546142578125,331.8782958984375,997.7411499023438,1199.96337890625,594.1282958984375,2258.694091796875,220.56524658203125,604.865966796875,310.0494079589844,116.86760711669922,2488.003173828125,611.84716796875,152.64878845214844,1297.4034423828125,488.0740966796875,2427.619384765625,974.94775390625,442.7416687011719,452.1710205078125,361.9175109863281,2443.571044921875,228.77171325683594,1422.5330810546875,297.8913269042969,1608.2802734375,600.3338623046875,227.65113830566406,369.33624267578125,1143.3046875,1184.529052734375,839.46923828125,7300.73388671875,440.3650207519531,105.75050354003906,120.83091735839844,76.39541625976562,547.872802734375,578.7020874023438,243.92015075683594,583.444091796875,220.43605041503906,235.95167541503906,49.69468307495117,1864.2431640625,587.6903076171875,772.4903564453125,3845.51904296875,404.72967529296875,117.17345428466797
2018-09-25,136.5863800048828,324.29742431640625,1026.2901611328125,1216.8973388671875,611.03662109375,2282.76025390625,224.31155395507812,616.6289672851562,313.7922668457031,115.8497085571289,2564.326416015625,627.1528930664062,149.4454345703125,1322.7940673828125,499.1105651855469,2403.8525390625,993.7400512695312,450.8387145996094,458.4404602050781,382.4107971191406,2445.45703125,231.77561950683594,1458.66796875,300.15875244140625,1629.9425048828125,606.9786987304688,230.09605407714844,372.2876281738281,1177.7918701171875,1185.1580810546875,836.6118774414062,7494.09375,441.9532775878906,107.07315826416016,121.96826934814453,74.46234893798828,547.2279663085938,558.1432495117188,249.9639434814453,599.4326782226562,223.08168029785156,236.54107666015625,49.146785736083984,1851.3111572265625,593.3993530273438,778.1051025390625,3897.568359375,410.66326904296875,115.62382507324219
2018-09-26,134.7599639892578,324.8731384277344,1023.5431518554688,1209.444580078125,614.1199340820312,2270.154052734375,225.90667724609375,619.3104858398438,314.4886779785156,117.26522827148438,2523.489013671875,637.6251831054688,147.97947692871094,1319.8883056640625,497.0369873046875,2364.512451171875,999.2868041992188,440.2579345703125,462.150390625,395.74615478515625,2435.59716796875,236.4483184814453,1440.6900634765625,302.08837890625,1634.7938232421875,599.9995727539062,223.98361206054688,376.391845703125,1163.907470703125,1197.3775634765625,836.939697265625,7347.10546875,443.4117126464844,105.68749237060547,120.83091735839844,74.55899810791016,556.4773559570312,569.1868286132812,243.45875549316406,598.2638549804688,221.33367919921875,229.2228240966797,49.792816162109375,1816.50146484375,585.6569213867188,795.53515625,3935.153564453125,433.4036865234375,112.43650817871094
2018-09-27,140.4366912841797,321.70648193359375,1047.3341064453125,1214.6331787109375,596.9132080078125,2278.544189453125,215.0432891845703,596.1083984375,310.5716552734375,118.39446258544922,2531.438720703125,624.87841796875,149.98837280273438,1301.357177734375,485.599365234375,2338.356201171875,980.7337036132812,441.0857849121094,464.0171203613281,396.1873474121094,2426.20849609375,232.58616638183594,1449.0526123046875,295.86517333984375,1615.7733154296875,605.8084716796875,224.0982208251953,369.1978759765625,1137.0841064453125,1176.936767578125,822.0437622070312,7075.89501953125,436.5435791015625,105.78199005126953,117.61945343017578,75.21624755859375,557.5223388671875,544.09228515625,244.8428497314453,590.2229614257812,220.3887939453125,221.26611328125,50.00951385498047,1856.1026611328125,583.467041015625,802.1263427734375,3986.28369140625,424.42559814453125,112.33085632324219
2018-09-28,128.93519592285156,315.6130065917969,1022.512939453125,1220.10498046875,609.9425659179688,2199.879150390625,211.51158142089844,598.7401733398438,294.68621826171875,119.01473236083984,2586.377197265625,619.85546875,144.55892944335938,1248.956298828125,483.6213684082031,2271.0478515625,976.9083251953125,439.3088684082031,471.03790283203125,383.9796447753906,2304.548095703125,218.99717712402344,1438.5882568359375,294.80389404296875,1623.5062255859375,610.1967163085938,227.49830627441406,351.99688720703125,1136.238037109375,1142.9735107421875,806.5856323242188,6883.751953125,442.05810546875,105.08916473388672,118.5561294555664,72.83856201171875,559.39013671875,504.4538269042969,244.9812774658203,582.7429809570312,220.86122131347656,219.74351501464844,47.53173065185547,1851.7354736328125,583.036865234375,786.6492309570312,3927.801025390625,412.7447204589844,114.1093978881836
